Indice;Fecha;Fecha Num;Dia Indice;Año;Mes Num;Mes;Dia Semana;Dia Mes Num;Dia Semana Num;Dia Año Num;Semana Num;Semana ISO;Trimestre Num;Trimestre;Semana;Año NSemana;Año NMes;Año NTrimestre;Mes Corto - Año;Mes Largo - Año;Primer Dia Semana;Primer Dia Mes;Primer Dia Trimestre;Primer Dia Año;Ultimo Dia Año;Ultimo Dia Trimestre;Ultimo Dia Mes;Ultimo Dia Semana;Dia Trimestre Num;Fecha Año Anterior;Año Relativo;Semana Relativa;Mes Relativo;Trimestre Relativo;Semana Indice;Mes Indice;Trimestre Indice;Año Indice;Es Laboral?;Tipo Dia;Semana VCF;Inicio Semana VCF;Final Semana VCF;Semana Relativa VCF;Semana Indice VCF;Mes Actual?;Pasado?
161;07-nov-11;20111107;40854;2011;11;noviembre;lunes;7;1;311;46;45;4;Q 4;Semana 46;2011 - S-46;2011 - M-11;2011 - T-04;nov. 2011;noviembre 2011;07-nov-11;01-nov-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;30-nov-11;13-nov-11;38;07-nov-10;-14;-701;-161;-54;46;9;3;1;True;Laboral;45;07-nov-11;13-nov-11;-701;45;False;True
162;08-nov-11;20111108;40855;2011;11;noviembre;martes;8;2;312;46;45;4;Q 4;Semana 46;2011 - S-46;2011 - M-11;2011 - T-04;nov. 2011;noviembre 2011;07-nov-11;01-nov-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;30-nov-11;13-nov-11;39;08-nov-10;-14;-701;-161;-54;46;9;3;1;True;Laboral;45;07-nov-11;13-nov-11;-701;45;False;True
163;09-nov-11;20111109;40856;2011;11;noviembre;miércoles;9;3;313;46;45;4;Q 4;Semana 46;2011 - S-46;2011 - M-11;2011 - T-04;nov. 2011;noviembre 2011;07-nov-11;01-nov-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;30-nov-11;13-nov-11;40;09-nov-10;-14;-701;-161;-54;46;9;3;1;True;Laboral;45;07-nov-11;13-nov-11;-701;45;False;True
164;10-nov-11;20111110;40857;2011;11;noviembre;jueves;10;4;314;46;45;4;Q 4;Semana 46;2011 - S-46;2011 - M-11;2011 - T-04;nov. 2011;noviembre 2011;07-nov-11;01-nov-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;30-nov-11;13-nov-11;41;10-nov-10;-14;-701;-161;-54;46;9;3;1;True;Laboral;45;07-nov-11;13-nov-11;-701;45;False;True
165;11-nov-11;20111111;40858;2011;11;noviembre;viernes;11;5;315;46;45;4;Q 4;Semana 46;2011 - S-46;2011 - M-11;2011 - T-04;nov. 2011;noviembre 2011;07-nov-11;01-nov-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;30-nov-11;13-nov-11;42;11-nov-10;-14;-701;-161;-54;46;9;3;1;True;Laboral;45;07-nov-11;13-nov-11;-701;45;False;True
168;14-nov-11;20111114;40861;2011;11;noviembre;lunes;14;1;318;47;46;4;Q 4;Semana 47;2011 - S-47;2011 - M-11;2011 - T-04;nov. 2011;noviembre 2011;14-nov-11;01-nov-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;30-nov-11;20-nov-11;45;14-nov-10;-14;-700;-161;-54;47;9;3;1;True;Laboral;46;14-nov-11;20-nov-11;-700;46;False;True
169;15-nov-11;20111115;40862;2011;11;noviembre;martes;15;2;319;47;46;4;Q 4;Semana 47;2011 - S-47;2011 - M-11;2011 - T-04;nov. 2011;noviembre 2011;14-nov-11;01-nov-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;30-nov-11;20-nov-11;46;15-nov-10;-14;-700;-161;-54;47;9;3;1;True;Laboral;46;14-nov-11;20-nov-11;-700;46;False;True
170;16-nov-11;20111116;40863;2011;11;noviembre;miércoles;16;3;320;47;46;4;Q 4;Semana 47;2011 - S-47;2011 - M-11;2011 - T-04;nov. 2011;noviembre 2011;14-nov-11;01-nov-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;30-nov-11;20-nov-11;47;16-nov-10;-14;-700;-161;-54;47;9;3;1;True;Laboral;46;14-nov-11;20-nov-11;-700;46;False;True
171;17-nov-11;20111117;40864;2011;11;noviembre;jueves;17;4;321;47;46;4;Q 4;Semana 47;2011 - S-47;2011 - M-11;2011 - T-04;nov. 2011;noviembre 2011;14-nov-11;01-nov-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;30-nov-11;20-nov-11;48;17-nov-10;-14;-700;-161;-54;47;9;3;1;True;Laboral;46;14-nov-11;20-nov-11;-700;46;False;True
172;18-nov-11;20111118;40865;2011;11;noviembre;viernes;18;5;322;47;46;4;Q 4;Semana 47;2011 - S-47;2011 - M-11;2011 - T-04;nov. 2011;noviembre 2011;14-nov-11;01-nov-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;30-nov-11;20-nov-11;49;18-nov-10;-14;-700;-161;-54;47;9;3;1;True;Laboral;46;14-nov-11;20-nov-11;-700;46;False;True
175;21-nov-11;20111121;40868;2011;11;noviembre;lunes;21;1;325;48;47;4;Q 4;Semana 48;2011 - S-48;2011 - M-11;2011 - T-04;nov. 2011;noviembre 2011;21-nov-11;01-nov-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;30-nov-11;27-nov-11;52;21-nov-10;-14;-699;-161;-54;48;9;3;1;True;Laboral;47;21-nov-11;27-nov-11;-699;47;False;True
176;22-nov-11;20111122;40869;2011;11;noviembre;martes;22;2;326;48;47;4;Q 4;Semana 48;2011 - S-48;2011 - M-11;2011 - T-04;nov. 2011;noviembre 2011;21-nov-11;01-nov-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;30-nov-11;27-nov-11;53;22-nov-10;-14;-699;-161;-54;48;9;3;1;True;Laboral;47;21-nov-11;27-nov-11;-699;47;False;True
177;23-nov-11;20111123;40870;2011;11;noviembre;miércoles;23;3;327;48;47;4;Q 4;Semana 48;2011 - S-48;2011 - M-11;2011 - T-04;nov. 2011;noviembre 2011;21-nov-11;01-nov-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;30-nov-11;27-nov-11;54;23-nov-10;-14;-699;-161;-54;48;9;3;1;True;Laboral;47;21-nov-11;27-nov-11;-699;47;False;True
178;24-nov-11;20111124;40871;2011;11;noviembre;jueves;24;4;328;48;47;4;Q 4;Semana 48;2011 - S-48;2011 - M-11;2011 - T-04;nov. 2011;noviembre 2011;21-nov-11;01-nov-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;30-nov-11;27-nov-11;55;24-nov-10;-14;-699;-161;-54;48;9;3;1;True;Laboral;47;21-nov-11;27-nov-11;-699;47;False;True
179;25-nov-11;20111125;40872;2011;11;noviembre;viernes;25;5;329;48;47;4;Q 4;Semana 48;2011 - S-48;2011 - M-11;2011 - T-04;nov. 2011;noviembre 2011;21-nov-11;01-nov-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;30-nov-11;27-nov-11;56;25-nov-10;-14;-699;-161;-54;48;9;3;1;True;Laboral;47;21-nov-11;27-nov-11;-699;47;False;True
182;28-nov-11;20111128;40875;2011;11;noviembre;lunes;28;1;332;49;48;4;Q 4;Semana 49;2011 - S-49;2011 - M-11;2011 - T-04;nov. 2011;noviembre 2011;28-nov-11;01-nov-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;30-nov-11;04-dic-11;59;28-nov-10;-14;-698;-161;-54;49;9;3;1;True;Laboral;48;28-nov-11;04-dic-11;-698;48;False;True
183;29-nov-11;20111129;40876;2011;11;noviembre;martes;29;2;333;49;48;4;Q 4;Semana 49;2011 - S-49;2011 - M-11;2011 - T-04;nov. 2011;noviembre 2011;28-nov-11;01-nov-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;30-nov-11;04-dic-11;60;29-nov-10;-14;-698;-161;-54;49;9;3;1;True;Laboral;48;28-nov-11;04-dic-11;-698;48;False;True
184;30-nov-11;20111130;40877;2011;11;noviembre;miércoles;30;3;334;49;48;4;Q 4;Semana 49;2011 - S-49;2011 - M-11;2011 - T-04;nov. 2011;noviembre 2011;28-nov-11;01-nov-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;30-nov-11;04-dic-11;61;30-nov-10;-14;-698;-161;-54;49;9;3;1;True;Laboral;48;28-nov-11;04-dic-11;-698;48;False;True
185;01-dic-11;20111201;40878;2011;12;diciembre;jueves;1;4;335;49;48;4;Q 4;Semana 49;2011 - S-49;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;28-nov-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;04-dic-11;62;01-dic-10;-14;-698;-160;-54;49;10;3;1;True;Laboral;48;28-nov-11;04-dic-11;-698;48;False;True
186;02-dic-11;20111202;40879;2011;12;diciembre;viernes;2;5;336;49;48;4;Q 4;Semana 49;2011 - S-49;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;28-nov-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;04-dic-11;63;02-dic-10;-14;-698;-160;-54;49;10;3;1;True;Laboral;48;28-nov-11;04-dic-11;-698;48;False;True
189;05-dic-11;20111205;40882;2011;12;diciembre;lunes;5;1;339;50;49;4;Q 4;Semana 50;2011 - S-50;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;05-dic-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;11-dic-11;66;05-dic-10;-14;-697;-160;-54;50;10;3;1;True;Laboral;49;05-dic-11;11-dic-11;-697;49;False;True
190;06-dic-11;20111206;40883;2011;12;diciembre;martes;6;2;340;50;49;4;Q 4;Semana 50;2011 - S-50;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;05-dic-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;11-dic-11;67;06-dic-10;-14;-697;-160;-54;50;10;3;1;True;Laboral;49;05-dic-11;11-dic-11;-697;49;False;True
191;07-dic-11;20111207;40884;2011;12;diciembre;miércoles;7;3;341;50;49;4;Q 4;Semana 50;2011 - S-50;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;05-dic-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;11-dic-11;68;07-dic-10;-14;-697;-160;-54;50;10;3;1;True;Laboral;49;05-dic-11;11-dic-11;-697;49;False;True
192;08-dic-11;20111208;40885;2011;12;diciembre;jueves;8;4;342;50;49;4;Q 4;Semana 50;2011 - S-50;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;05-dic-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;11-dic-11;69;08-dic-10;-14;-697;-160;-54;50;10;3;1;True;Laboral;49;05-dic-11;11-dic-11;-697;49;False;True
193;09-dic-11;20111209;40886;2011;12;diciembre;viernes;9;5;343;50;49;4;Q 4;Semana 50;2011 - S-50;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;05-dic-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;11-dic-11;70;09-dic-10;-14;-697;-160;-54;50;10;3;1;True;Laboral;49;05-dic-11;11-dic-11;-697;49;False;True
196;12-dic-11;20111212;40889;2011;12;diciembre;lunes;12;1;346;51;50;4;Q 4;Semana 51;2011 - S-51;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;12-dic-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;18-dic-11;73;12-dic-10;-14;-696;-160;-54;51;10;3;1;True;Laboral;50;12-dic-11;18-dic-11;-696;50;False;True
197;13-dic-11;20111213;40890;2011;12;diciembre;martes;13;2;347;51;50;4;Q 4;Semana 51;2011 - S-51;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;12-dic-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;18-dic-11;74;13-dic-10;-14;-696;-160;-54;51;10;3;1;True;Laboral;50;12-dic-11;18-dic-11;-696;50;False;True
198;14-dic-11;20111214;40891;2011;12;diciembre;miércoles;14;3;348;51;50;4;Q 4;Semana 51;2011 - S-51;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;12-dic-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;18-dic-11;75;14-dic-10;-14;-696;-160;-54;51;10;3;1;True;Laboral;50;12-dic-11;18-dic-11;-696;50;False;True
199;15-dic-11;20111215;40892;2011;12;diciembre;jueves;15;4;349;51;50;4;Q 4;Semana 51;2011 - S-51;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;12-dic-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;18-dic-11;76;15-dic-10;-14;-696;-160;-54;51;10;3;1;True;Laboral;50;12-dic-11;18-dic-11;-696;50;False;True
200;16-dic-11;20111216;40893;2011;12;diciembre;viernes;16;5;350;51;50;4;Q 4;Semana 51;2011 - S-51;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;12-dic-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;18-dic-11;77;16-dic-10;-14;-696;-160;-54;51;10;3;1;True;Laboral;50;12-dic-11;18-dic-11;-696;50;False;True
203;19-dic-11;20111219;40896;2011;12;diciembre;lunes;19;1;353;52;51;4;Q 4;Semana 52;2011 - S-52;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;19-dic-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;25-dic-11;80;19-dic-10;-14;-695;-160;-54;52;10;3;1;True;Laboral;51;19-dic-11;25-dic-11;-695;51;False;True
204;20-dic-11;20111220;40897;2011;12;diciembre;martes;20;2;354;52;51;4;Q 4;Semana 52;2011 - S-52;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;19-dic-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;25-dic-11;81;20-dic-10;-14;-695;-160;-54;52;10;3;1;True;Laboral;51;19-dic-11;25-dic-11;-695;51;False;True
205;21-dic-11;20111221;40898;2011;12;diciembre;miércoles;21;3;355;52;51;4;Q 4;Semana 52;2011 - S-52;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;19-dic-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;25-dic-11;82;21-dic-10;-14;-695;-160;-54;52;10;3;1;True;Laboral;51;19-dic-11;25-dic-11;-695;51;False;True
206;22-dic-11;20111222;40899;2011;12;diciembre;jueves;22;4;356;52;51;4;Q 4;Semana 52;2011 - S-52;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;19-dic-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;25-dic-11;83;22-dic-10;-14;-695;-160;-54;52;10;3;1;True;Laboral;51;19-dic-11;25-dic-11;-695;51;False;True
207;23-dic-11;20111223;40900;2011;12;diciembre;viernes;23;5;357;52;51;4;Q 4;Semana 52;2011 - S-52;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;19-dic-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;25-dic-11;84;23-dic-10;-14;-695;-160;-54;52;10;3;1;True;Laboral;51;19-dic-11;25-dic-11;-695;51;False;True
210;26-dic-11;20111226;40903;2011;12;diciembre;lunes;26;1;360;53;52;4;Q 4;Semana 53;2011 - S-53;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;26-dic-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;01-ene-12;87;26-dic-10;-14;-694;-160;-54;53;10;3;1;True;Laboral;52;26-dic-11;31-dic-11;-694;52;False;True
211;27-dic-11;20111227;40904;2011;12;diciembre;martes;27;2;361;53;52;4;Q 4;Semana 53;2011 - S-53;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;26-dic-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;01-ene-12;88;27-dic-10;-14;-694;-160;-54;53;10;3;1;True;Laboral;52;26-dic-11;31-dic-11;-694;52;False;True
212;28-dic-11;20111228;40905;2011;12;diciembre;miércoles;28;3;362;53;52;4;Q 4;Semana 53;2011 - S-53;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;26-dic-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;01-ene-12;89;28-dic-10;-14;-694;-160;-54;53;10;3;1;True;Laboral;52;26-dic-11;31-dic-11;-694;52;False;True
213;29-dic-11;20111229;40906;2011;12;diciembre;jueves;29;4;363;53;52;4;Q 4;Semana 53;2011 - S-53;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;26-dic-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;01-ene-12;90;29-dic-10;-14;-694;-160;-54;53;10;3;1;True;Laboral;52;26-dic-11;31-dic-11;-694;52;False;True
214;30-dic-11;20111230;40907;2011;12;diciembre;viernes;30;5;364;53;52;4;Q 4;Semana 53;2011 - S-53;2011 - M-12;2011 - T-04;dic. 2011;diciembre 2011;26-dic-11;01-dic-11;01-oct-11;01-ene-11;31-dic-11;31-dic-11;31-dic-11;01-ene-12;91;30-dic-10;-14;-694;-160;-54;53;10;3;1;True;Laboral;52;26-dic-11;31-dic-11;-694;52;False;True
490;01-oct-12;20121001;41183;2012;10;octubre;lunes;1;1;275;41;40;4;Q 4;Semana 41;2012 - S-41;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;01-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;07-oct-12;1;01-oct-11;-13;-654;-150;-50;93;20;7;2;True;Laboral;40;01-oct-12;07-oct-12;-654;92;False;True
491;02-oct-12;20121002;41184;2012;10;octubre;martes;2;2;276;41;40;4;Q 4;Semana 41;2012 - S-41;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;01-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;07-oct-12;2;02-oct-11;-13;-654;-150;-50;93;20;7;2;True;Laboral;40;01-oct-12;07-oct-12;-654;92;False;True
492;03-oct-12;20121003;41185;2012;10;octubre;miércoles;3;3;277;41;40;4;Q 4;Semana 41;2012 - S-41;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;01-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;07-oct-12;3;03-oct-11;-13;-654;-150;-50;93;20;7;2;True;Laboral;40;01-oct-12;07-oct-12;-654;92;False;True
493;04-oct-12;20121004;41186;2012;10;octubre;jueves;4;4;278;41;40;4;Q 4;Semana 41;2012 - S-41;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;01-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;07-oct-12;4;04-oct-11;-13;-654;-150;-50;93;20;7;2;True;Laboral;40;01-oct-12;07-oct-12;-654;92;False;True
494;05-oct-12;20121005;41187;2012;10;octubre;viernes;5;5;279;41;40;4;Q 4;Semana 41;2012 - S-41;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;01-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;07-oct-12;5;05-oct-11;-13;-654;-150;-50;93;20;7;2;True;Laboral;40;01-oct-12;07-oct-12;-654;92;False;True
497;08-oct-12;20121008;41190;2012;10;octubre;lunes;8;1;282;42;41;4;Q 4;Semana 42;2012 - S-42;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;08-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;14-oct-12;8;08-oct-11;-13;-653;-150;-50;94;20;7;2;True;Laboral;41;08-oct-12;14-oct-12;-653;93;False;True
498;09-oct-12;20121009;41191;2012;10;octubre;martes;9;2;283;42;41;4;Q 4;Semana 42;2012 - S-42;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;08-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;14-oct-12;9;09-oct-11;-13;-653;-150;-50;94;20;7;2;True;Laboral;41;08-oct-12;14-oct-12;-653;93;False;True
499;10-oct-12;20121010;41192;2012;10;octubre;miércoles;10;3;284;42;41;4;Q 4;Semana 42;2012 - S-42;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;08-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;14-oct-12;10;10-oct-11;-13;-653;-150;-50;94;20;7;2;True;Laboral;41;08-oct-12;14-oct-12;-653;93;False;True
500;11-oct-12;20121011;41193;2012;10;octubre;jueves;11;4;285;42;41;4;Q 4;Semana 42;2012 - S-42;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;08-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;14-oct-12;11;11-oct-11;-13;-653;-150;-50;94;20;7;2;True;Laboral;41;08-oct-12;14-oct-12;-653;93;False;True
501;12-oct-12;20121012;41194;2012;10;octubre;viernes;12;5;286;42;41;4;Q 4;Semana 42;2012 - S-42;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;08-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;14-oct-12;12;12-oct-11;-13;-653;-150;-50;94;20;7;2;True;Laboral;41;08-oct-12;14-oct-12;-653;93;False;True
504;15-oct-12;20121015;41197;2012;10;octubre;lunes;15;1;289;43;42;4;Q 4;Semana 43;2012 - S-43;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;15-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;21-oct-12;15;15-oct-11;-13;-652;-150;-50;95;20;7;2;True;Laboral;42;15-oct-12;21-oct-12;-652;94;False;True
505;16-oct-12;20121016;41198;2012;10;octubre;martes;16;2;290;43;42;4;Q 4;Semana 43;2012 - S-43;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;15-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;21-oct-12;16;16-oct-11;-13;-652;-150;-50;95;20;7;2;True;Laboral;42;15-oct-12;21-oct-12;-652;94;False;True
506;17-oct-12;20121017;41199;2012;10;octubre;miércoles;17;3;291;43;42;4;Q 4;Semana 43;2012 - S-43;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;15-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;21-oct-12;17;17-oct-11;-13;-652;-150;-50;95;20;7;2;True;Laboral;42;15-oct-12;21-oct-12;-652;94;False;True
507;18-oct-12;20121018;41200;2012;10;octubre;jueves;18;4;292;43;42;4;Q 4;Semana 43;2012 - S-43;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;15-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;21-oct-12;18;18-oct-11;-13;-652;-150;-50;95;20;7;2;True;Laboral;42;15-oct-12;21-oct-12;-652;94;False;True
508;19-oct-12;20121019;41201;2012;10;octubre;viernes;19;5;293;43;42;4;Q 4;Semana 43;2012 - S-43;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;15-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;21-oct-12;19;19-oct-11;-13;-652;-150;-50;95;20;7;2;True;Laboral;42;15-oct-12;21-oct-12;-652;94;False;True
511;22-oct-12;20121022;41204;2012;10;octubre;lunes;22;1;296;44;43;4;Q 4;Semana 44;2012 - S-44;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;22-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;28-oct-12;22;22-oct-11;-13;-651;-150;-50;96;20;7;2;True;Laboral;43;22-oct-12;28-oct-12;-651;95;False;True
512;23-oct-12;20121023;41205;2012;10;octubre;martes;23;2;297;44;43;4;Q 4;Semana 44;2012 - S-44;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;22-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;28-oct-12;23;23-oct-11;-13;-651;-150;-50;96;20;7;2;True;Laboral;43;22-oct-12;28-oct-12;-651;95;False;True
513;24-oct-12;20121024;41206;2012;10;octubre;miércoles;24;3;298;44;43;4;Q 4;Semana 44;2012 - S-44;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;22-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;28-oct-12;24;24-oct-11;-13;-651;-150;-50;96;20;7;2;True;Laboral;43;22-oct-12;28-oct-12;-651;95;False;True
514;25-oct-12;20121025;41207;2012;10;octubre;jueves;25;4;299;44;43;4;Q 4;Semana 44;2012 - S-44;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;22-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;28-oct-12;25;25-oct-11;-13;-651;-150;-50;96;20;7;2;True;Laboral;43;22-oct-12;28-oct-12;-651;95;False;True
515;26-oct-12;20121026;41208;2012;10;octubre;viernes;26;5;300;44;43;4;Q 4;Semana 44;2012 - S-44;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;22-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;28-oct-12;26;26-oct-11;-13;-651;-150;-50;96;20;7;2;True;Laboral;43;22-oct-12;28-oct-12;-651;95;False;True
518;29-oct-12;20121029;41211;2012;10;octubre;lunes;29;1;303;45;44;4;Q 4;Semana 45;2012 - S-45;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;29-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;04-nov-12;29;29-oct-11;-13;-650;-150;-50;97;20;7;2;True;Laboral;44;29-oct-12;04-nov-12;-650;96;False;True
519;30-oct-12;20121030;41212;2012;10;octubre;martes;30;2;304;45;44;4;Q 4;Semana 45;2012 - S-45;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;29-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;04-nov-12;30;30-oct-11;-13;-650;-150;-50;97;20;7;2;True;Laboral;44;29-oct-12;04-nov-12;-650;96;False;True
520;31-oct-12;20121031;41213;2012;10;octubre;miércoles;31;3;305;45;44;4;Q 4;Semana 45;2012 - S-45;2012 - M-10;2012 - T-04;oct. 2012;octubre 2012;29-oct-12;01-oct-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;31-oct-12;04-nov-12;31;31-oct-11;-13;-650;-150;-50;97;20;7;2;True;Laboral;44;29-oct-12;04-nov-12;-650;96;False;True
521;01-nov-12;20121101;41214;2012;11;noviembre;jueves;1;4;306;45;44;4;Q 4;Semana 45;2012 - S-45;2012 - M-11;2012 - T-04;nov. 2012;noviembre 2012;29-oct-12;01-nov-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;30-nov-12;04-nov-12;32;01-nov-11;-13;-650;-149;-50;97;21;7;2;True;Laboral;44;29-oct-12;04-nov-12;-650;96;False;True
522;02-nov-12;20121102;41215;2012;11;noviembre;viernes;2;5;307;45;44;4;Q 4;Semana 45;2012 - S-45;2012 - M-11;2012 - T-04;nov. 2012;noviembre 2012;29-oct-12;01-nov-12;01-oct-12;01-ene-12;31-dic-12;31-dic-12;30-nov-12;04-nov-12;33;02-nov-11;-13;-650;-149;-50;97;21;7;2;True;Laboral;44;29-oct-12;04-nov-12;-650;96;False;True
