Indice;Fecha;Fecha Num;Dia Indice;Año;Mes Num;Mes;Dia Semana;Dia Mes Num;Dia Semana Num;Dia Año Num;Semana Num;Semana ISO;Trimestre Num;Trimestre;Semana;Año NSemana;Año NMes;Año NTrimestre;Mes Corto - Año;Mes Largo - Año;Primer Dia Semana;Primer Dia Mes;Primer Dia Trimestre;Primer Dia Año;Ultimo Dia Año;Ultimo Dia Trimestre;Ultimo Dia Mes;Ultimo Dia Semana;Dia Trimestre Num;Fecha Año Anterior;Año Relativo;Semana Relativa;Mes Relativo;Trimestre Relativo;Semana Indice;Mes Indice;Trimestre Indice;Año Indice;Es Laboral?;Tipo Dia;Semana VCF;Inicio Semana VCF;Final Semana VCF;Semana Relativa VCF;Semana Indice VCF;Mes Actual?;Pasado?
32;01-jul-11;20110701;40725;2011;7;julio;viernes;1;5;182;27;26;3;Q 3;Semana 27;2011 - S-27;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;27-jun-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;03-jul-11;1;01-jul-10;-14;-720;-165;-55;27;5;2;1;True;Laboral;26;27-jun-11;03-jul-11;-720;26;False;True
35;04-jul-11;20110704;40728;2011;7;julio;lunes;4;1;185;28;27;3;Q 3;Semana 28;2011 - S-28;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;04-jul-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;10-jul-11;4;04-jul-10;-14;-719;-165;-55;28;5;2;1;True;Laboral;27;04-jul-11;10-jul-11;-719;27;False;True
36;05-jul-11;20110705;40729;2011;7;julio;martes;5;2;186;28;27;3;Q 3;Semana 28;2011 - S-28;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;04-jul-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;10-jul-11;5;05-jul-10;-14;-719;-165;-55;28;5;2;1;True;Laboral;27;04-jul-11;10-jul-11;-719;27;False;True
37;06-jul-11;20110706;40730;2011;7;julio;miércoles;6;3;187;28;27;3;Q 3;Semana 28;2011 - S-28;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;04-jul-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;10-jul-11;6;06-jul-10;-14;-719;-165;-55;28;5;2;1;True;Laboral;27;04-jul-11;10-jul-11;-719;27;False;True
38;07-jul-11;20110707;40731;2011;7;julio;jueves;7;4;188;28;27;3;Q 3;Semana 28;2011 - S-28;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;04-jul-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;10-jul-11;7;07-jul-10;-14;-719;-165;-55;28;5;2;1;True;Laboral;27;04-jul-11;10-jul-11;-719;27;False;True
39;08-jul-11;20110708;40732;2011;7;julio;viernes;8;5;189;28;27;3;Q 3;Semana 28;2011 - S-28;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;04-jul-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;10-jul-11;8;08-jul-10;-14;-719;-165;-55;28;5;2;1;True;Laboral;27;04-jul-11;10-jul-11;-719;27;False;True
42;11-jul-11;20110711;40735;2011;7;julio;lunes;11;1;192;29;28;3;Q 3;Semana 29;2011 - S-29;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;11-jul-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;17-jul-11;11;11-jul-10;-14;-718;-165;-55;29;5;2;1;True;Laboral;28;11-jul-11;17-jul-11;-718;28;False;True
43;12-jul-11;20110712;40736;2011;7;julio;martes;12;2;193;29;28;3;Q 3;Semana 29;2011 - S-29;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;11-jul-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;17-jul-11;12;12-jul-10;-14;-718;-165;-55;29;5;2;1;True;Laboral;28;11-jul-11;17-jul-11;-718;28;False;True
44;13-jul-11;20110713;40737;2011;7;julio;miércoles;13;3;194;29;28;3;Q 3;Semana 29;2011 - S-29;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;11-jul-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;17-jul-11;13;13-jul-10;-14;-718;-165;-55;29;5;2;1;True;Laboral;28;11-jul-11;17-jul-11;-718;28;False;True
45;14-jul-11;20110714;40738;2011;7;julio;jueves;14;4;195;29;28;3;Q 3;Semana 29;2011 - S-29;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;11-jul-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;17-jul-11;14;14-jul-10;-14;-718;-165;-55;29;5;2;1;True;Laboral;28;11-jul-11;17-jul-11;-718;28;False;True
46;15-jul-11;20110715;40739;2011;7;julio;viernes;15;5;196;29;28;3;Q 3;Semana 29;2011 - S-29;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;11-jul-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;17-jul-11;15;15-jul-10;-14;-718;-165;-55;29;5;2;1;True;Laboral;28;11-jul-11;17-jul-11;-718;28;False;True
49;18-jul-11;20110718;40742;2011;7;julio;lunes;18;1;199;30;29;3;Q 3;Semana 30;2011 - S-30;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;18-jul-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;24-jul-11;18;18-jul-10;-14;-717;-165;-55;30;5;2;1;True;Laboral;29;18-jul-11;24-jul-11;-717;29;False;True
50;19-jul-11;20110719;40743;2011;7;julio;martes;19;2;200;30;29;3;Q 3;Semana 30;2011 - S-30;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;18-jul-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;24-jul-11;19;19-jul-10;-14;-717;-165;-55;30;5;2;1;True;Laboral;29;18-jul-11;24-jul-11;-717;29;False;True
51;20-jul-11;20110720;40744;2011;7;julio;miércoles;20;3;201;30;29;3;Q 3;Semana 30;2011 - S-30;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;18-jul-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;24-jul-11;20;20-jul-10;-14;-717;-165;-55;30;5;2;1;True;Laboral;29;18-jul-11;24-jul-11;-717;29;False;True
52;21-jul-11;20110721;40745;2011;7;julio;jueves;21;4;202;30;29;3;Q 3;Semana 30;2011 - S-30;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;18-jul-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;24-jul-11;21;21-jul-10;-14;-717;-165;-55;30;5;2;1;True;Laboral;29;18-jul-11;24-jul-11;-717;29;False;True
53;22-jul-11;20110722;40746;2011;7;julio;viernes;22;5;203;30;29;3;Q 3;Semana 30;2011 - S-30;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;18-jul-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;24-jul-11;22;22-jul-10;-14;-717;-165;-55;30;5;2;1;True;Laboral;29;18-jul-11;24-jul-11;-717;29;False;True
56;25-jul-11;20110725;40749;2011;7;julio;lunes;25;1;206;31;30;3;Q 3;Semana 31;2011 - S-31;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;25-jul-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;31-jul-11;25;25-jul-10;-14;-716;-165;-55;31;5;2;1;True;Laboral;30;25-jul-11;31-jul-11;-716;30;False;True
57;26-jul-11;20110726;40750;2011;7;julio;martes;26;2;207;31;30;3;Q 3;Semana 31;2011 - S-31;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;25-jul-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;31-jul-11;26;26-jul-10;-14;-716;-165;-55;31;5;2;1;True;Laboral;30;25-jul-11;31-jul-11;-716;30;False;True
58;27-jul-11;20110727;40751;2011;7;julio;miércoles;27;3;208;31;30;3;Q 3;Semana 31;2011 - S-31;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;25-jul-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;31-jul-11;27;27-jul-10;-14;-716;-165;-55;31;5;2;1;True;Laboral;30;25-jul-11;31-jul-11;-716;30;False;True
59;28-jul-11;20110728;40752;2011;7;julio;jueves;28;4;209;31;30;3;Q 3;Semana 31;2011 - S-31;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;25-jul-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;31-jul-11;28;28-jul-10;-14;-716;-165;-55;31;5;2;1;True;Laboral;30;25-jul-11;31-jul-11;-716;30;False;True
60;29-jul-11;20110729;40753;2011;7;julio;viernes;29;5;210;31;30;3;Q 3;Semana 31;2011 - S-31;2011 - M-07;2011 - T-03;jul. 2011;julio 2011;25-jul-11;01-jul-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-jul-11;31-jul-11;29;29-jul-10;-14;-716;-165;-55;31;5;2;1;True;Laboral;30;25-jul-11;31-jul-11;-716;30;False;True
63;01-ago-11;20110801;40756;2011;8;agosto;lunes;1;1;213;32;31;3;Q 3;Semana 32;2011 - S-32;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;01-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;07-ago-11;32;01-ago-10;-14;-715;-164;-55;32;6;2;1;True;Laboral;31;01-ago-11;07-ago-11;-715;31;False;True
64;02-ago-11;20110802;40757;2011;8;agosto;martes;2;2;214;32;31;3;Q 3;Semana 32;2011 - S-32;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;01-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;07-ago-11;33;02-ago-10;-14;-715;-164;-55;32;6;2;1;True;Laboral;31;01-ago-11;07-ago-11;-715;31;False;True
65;03-ago-11;20110803;40758;2011;8;agosto;miércoles;3;3;215;32;31;3;Q 3;Semana 32;2011 - S-32;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;01-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;07-ago-11;34;03-ago-10;-14;-715;-164;-55;32;6;2;1;True;Laboral;31;01-ago-11;07-ago-11;-715;31;False;True
66;04-ago-11;20110804;40759;2011;8;agosto;jueves;4;4;216;32;31;3;Q 3;Semana 32;2011 - S-32;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;01-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;07-ago-11;35;04-ago-10;-14;-715;-164;-55;32;6;2;1;True;Laboral;31;01-ago-11;07-ago-11;-715;31;False;True
67;05-ago-11;20110805;40760;2011;8;agosto;viernes;5;5;217;32;31;3;Q 3;Semana 32;2011 - S-32;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;01-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;07-ago-11;36;05-ago-10;-14;-715;-164;-55;32;6;2;1;True;Laboral;31;01-ago-11;07-ago-11;-715;31;False;True
70;08-ago-11;20110808;40763;2011;8;agosto;lunes;8;1;220;33;32;3;Q 3;Semana 33;2011 - S-33;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;08-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;14-ago-11;39;08-ago-10;-14;-714;-164;-55;33;6;2;1;True;Laboral;32;08-ago-11;14-ago-11;-714;32;False;True
71;09-ago-11;20110809;40764;2011;8;agosto;martes;9;2;221;33;32;3;Q 3;Semana 33;2011 - S-33;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;08-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;14-ago-11;40;09-ago-10;-14;-714;-164;-55;33;6;2;1;True;Laboral;32;08-ago-11;14-ago-11;-714;32;False;True
72;10-ago-11;20110810;40765;2011;8;agosto;miércoles;10;3;222;33;32;3;Q 3;Semana 33;2011 - S-33;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;08-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;14-ago-11;41;10-ago-10;-14;-714;-164;-55;33;6;2;1;True;Laboral;32;08-ago-11;14-ago-11;-714;32;False;True
73;11-ago-11;20110811;40766;2011;8;agosto;jueves;11;4;223;33;32;3;Q 3;Semana 33;2011 - S-33;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;08-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;14-ago-11;42;11-ago-10;-14;-714;-164;-55;33;6;2;1;True;Laboral;32;08-ago-11;14-ago-11;-714;32;False;True
74;12-ago-11;20110812;40767;2011;8;agosto;viernes;12;5;224;33;32;3;Q 3;Semana 33;2011 - S-33;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;08-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;14-ago-11;43;12-ago-10;-14;-714;-164;-55;33;6;2;1;True;Laboral;32;08-ago-11;14-ago-11;-714;32;False;True
77;15-ago-11;20110815;40770;2011;8;agosto;lunes;15;1;227;34;33;3;Q 3;Semana 34;2011 - S-34;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;15-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;21-ago-11;46;15-ago-10;-14;-713;-164;-55;34;6;2;1;True;Laboral;33;15-ago-11;21-ago-11;-713;33;False;True
78;16-ago-11;20110816;40771;2011;8;agosto;martes;16;2;228;34;33;3;Q 3;Semana 34;2011 - S-34;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;15-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;21-ago-11;47;16-ago-10;-14;-713;-164;-55;34;6;2;1;True;Laboral;33;15-ago-11;21-ago-11;-713;33;False;True
79;17-ago-11;20110817;40772;2011;8;agosto;miércoles;17;3;229;34;33;3;Q 3;Semana 34;2011 - S-34;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;15-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;21-ago-11;48;17-ago-10;-14;-713;-164;-55;34;6;2;1;True;Laboral;33;15-ago-11;21-ago-11;-713;33;False;True
80;18-ago-11;20110818;40773;2011;8;agosto;jueves;18;4;230;34;33;3;Q 3;Semana 34;2011 - S-34;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;15-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;21-ago-11;49;18-ago-10;-14;-713;-164;-55;34;6;2;1;True;Laboral;33;15-ago-11;21-ago-11;-713;33;False;True
81;19-ago-11;20110819;40774;2011;8;agosto;viernes;19;5;231;34;33;3;Q 3;Semana 34;2011 - S-34;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;15-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;21-ago-11;50;19-ago-10;-14;-713;-164;-55;34;6;2;1;True;Laboral;33;15-ago-11;21-ago-11;-713;33;False;True
84;22-ago-11;20110822;40777;2011;8;agosto;lunes;22;1;234;35;34;3;Q 3;Semana 35;2011 - S-35;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;22-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;28-ago-11;53;22-ago-10;-14;-712;-164;-55;35;6;2;1;True;Laboral;34;22-ago-11;28-ago-11;-712;34;False;True
85;23-ago-11;20110823;40778;2011;8;agosto;martes;23;2;235;35;34;3;Q 3;Semana 35;2011 - S-35;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;22-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;28-ago-11;54;23-ago-10;-14;-712;-164;-55;35;6;2;1;True;Laboral;34;22-ago-11;28-ago-11;-712;34;False;True
86;24-ago-11;20110824;40779;2011;8;agosto;miércoles;24;3;236;35;34;3;Q 3;Semana 35;2011 - S-35;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;22-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;28-ago-11;55;24-ago-10;-14;-712;-164;-55;35;6;2;1;True;Laboral;34;22-ago-11;28-ago-11;-712;34;False;True
87;25-ago-11;20110825;40780;2011;8;agosto;jueves;25;4;237;35;34;3;Q 3;Semana 35;2011 - S-35;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;22-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;28-ago-11;56;25-ago-10;-14;-712;-164;-55;35;6;2;1;True;Laboral;34;22-ago-11;28-ago-11;-712;34;False;True
88;26-ago-11;20110826;40781;2011;8;agosto;viernes;26;5;238;35;34;3;Q 3;Semana 35;2011 - S-35;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;22-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;28-ago-11;57;26-ago-10;-14;-712;-164;-55;35;6;2;1;True;Laboral;34;22-ago-11;28-ago-11;-712;34;False;True
91;29-ago-11;20110829;40784;2011;8;agosto;lunes;29;1;241;36;35;3;Q 3;Semana 36;2011 - S-36;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;29-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;04-sep-11;60;29-ago-10;-14;-711;-164;-55;36;6;2;1;True;Laboral;35;29-ago-11;04-sep-11;-711;35;False;True
92;30-ago-11;20110830;40785;2011;8;agosto;martes;30;2;242;36;35;3;Q 3;Semana 36;2011 - S-36;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;29-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;04-sep-11;61;30-ago-10;-14;-711;-164;-55;36;6;2;1;True;Laboral;35;29-ago-11;04-sep-11;-711;35;False;True
93;31-ago-11;20110831;40786;2011;8;agosto;miércoles;31;3;243;36;35;3;Q 3;Semana 36;2011 - S-36;2011 - M-08;2011 - T-03;ago. 2011;agosto 2011;29-ago-11;01-ago-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;31-ago-11;04-sep-11;62;31-ago-10;-14;-711;-164;-55;36;6;2;1;True;Laboral;35;29-ago-11;04-sep-11;-711;35;False;True
94;01-sep-11;20110901;40787;2011;9;septiembre;jueves;1;4;244;36;35;3;Q 3;Semana 36;2011 - S-36;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;29-ago-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;04-sep-11;63;01-sep-10;-14;-711;-163;-55;36;7;2;1;True;Laboral;35;29-ago-11;04-sep-11;-711;35;False;True
95;02-sep-11;20110902;40788;2011;9;septiembre;viernes;2;5;245;36;35;3;Q 3;Semana 36;2011 - S-36;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;29-ago-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;04-sep-11;64;02-sep-10;-14;-711;-163;-55;36;7;2;1;True;Laboral;35;29-ago-11;04-sep-11;-711;35;False;True
98;05-sep-11;20110905;40791;2011;9;septiembre;lunes;5;1;248;37;36;3;Q 3;Semana 37;2011 - S-37;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;05-sep-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;11-sep-11;67;05-sep-10;-14;-710;-163;-55;37;7;2;1;True;Laboral;36;05-sep-11;11-sep-11;-710;36;False;True
99;06-sep-11;20110906;40792;2011;9;septiembre;martes;6;2;249;37;36;3;Q 3;Semana 37;2011 - S-37;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;05-sep-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;11-sep-11;68;06-sep-10;-14;-710;-163;-55;37;7;2;1;True;Laboral;36;05-sep-11;11-sep-11;-710;36;False;True
100;07-sep-11;20110907;40793;2011;9;septiembre;miércoles;7;3;250;37;36;3;Q 3;Semana 37;2011 - S-37;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;05-sep-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;11-sep-11;69;07-sep-10;-14;-710;-163;-55;37;7;2;1;True;Laboral;36;05-sep-11;11-sep-11;-710;36;False;True
101;08-sep-11;20110908;40794;2011;9;septiembre;jueves;8;4;251;37;36;3;Q 3;Semana 37;2011 - S-37;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;05-sep-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;11-sep-11;70;08-sep-10;-14;-710;-163;-55;37;7;2;1;True;Laboral;36;05-sep-11;11-sep-11;-710;36;False;True
102;09-sep-11;20110909;40795;2011;9;septiembre;viernes;9;5;252;37;36;3;Q 3;Semana 37;2011 - S-37;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;05-sep-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;11-sep-11;71;09-sep-10;-14;-710;-163;-55;37;7;2;1;True;Laboral;36;05-sep-11;11-sep-11;-710;36;False;True
105;12-sep-11;20110912;40798;2011;9;septiembre;lunes;12;1;255;38;37;3;Q 3;Semana 38;2011 - S-38;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;12-sep-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;18-sep-11;74;12-sep-10;-14;-709;-163;-55;38;7;2;1;True;Laboral;37;12-sep-11;18-sep-11;-709;37;False;True
106;13-sep-11;20110913;40799;2011;9;septiembre;martes;13;2;256;38;37;3;Q 3;Semana 38;2011 - S-38;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;12-sep-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;18-sep-11;75;13-sep-10;-14;-709;-163;-55;38;7;2;1;True;Laboral;37;12-sep-11;18-sep-11;-709;37;False;True
107;14-sep-11;20110914;40800;2011;9;septiembre;miércoles;14;3;257;38;37;3;Q 3;Semana 38;2011 - S-38;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;12-sep-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;18-sep-11;76;14-sep-10;-14;-709;-163;-55;38;7;2;1;True;Laboral;37;12-sep-11;18-sep-11;-709;37;False;True
108;15-sep-11;20110915;40801;2011;9;septiembre;jueves;15;4;258;38;37;3;Q 3;Semana 38;2011 - S-38;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;12-sep-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;18-sep-11;77;15-sep-10;-14;-709;-163;-55;38;7;2;1;True;Laboral;37;12-sep-11;18-sep-11;-709;37;False;True
109;16-sep-11;20110916;40802;2011;9;septiembre;viernes;16;5;259;38;37;3;Q 3;Semana 38;2011 - S-38;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;12-sep-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;18-sep-11;78;16-sep-10;-14;-709;-163;-55;38;7;2;1;True;Laboral;37;12-sep-11;18-sep-11;-709;37;False;True
112;19-sep-11;20110919;40805;2011;9;septiembre;lunes;19;1;262;39;38;3;Q 3;Semana 39;2011 - S-39;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;19-sep-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;25-sep-11;81;19-sep-10;-14;-708;-163;-55;39;7;2;1;True;Laboral;38;19-sep-11;25-sep-11;-708;38;False;True
113;20-sep-11;20110920;40806;2011;9;septiembre;martes;20;2;263;39;38;3;Q 3;Semana 39;2011 - S-39;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;19-sep-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;25-sep-11;82;20-sep-10;-14;-708;-163;-55;39;7;2;1;True;Laboral;38;19-sep-11;25-sep-11;-708;38;False;True
114;21-sep-11;20110921;40807;2011;9;septiembre;miércoles;21;3;264;39;38;3;Q 3;Semana 39;2011 - S-39;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;19-sep-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;25-sep-11;83;21-sep-10;-14;-708;-163;-55;39;7;2;1;True;Laboral;38;19-sep-11;25-sep-11;-708;38;False;True
115;22-sep-11;20110922;40808;2011;9;septiembre;jueves;22;4;265;39;38;3;Q 3;Semana 39;2011 - S-39;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;19-sep-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;25-sep-11;84;22-sep-10;-14;-708;-163;-55;39;7;2;1;True;Laboral;38;19-sep-11;25-sep-11;-708;38;False;True
116;23-sep-11;20110923;40809;2011;9;septiembre;viernes;23;5;266;39;38;3;Q 3;Semana 39;2011 - S-39;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;19-sep-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;25-sep-11;85;23-sep-10;-14;-708;-163;-55;39;7;2;1;True;Laboral;38;19-sep-11;25-sep-11;-708;38;False;True
119;26-sep-11;20110926;40812;2011;9;septiembre;lunes;26;1;269;40;39;3;Q 3;Semana 40;2011 - S-40;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;26-sep-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;02-oct-11;88;26-sep-10;-14;-707;-163;-55;40;7;2;1;True;Laboral;39;26-sep-11;02-oct-11;-707;39;False;True
120;27-sep-11;20110927;40813;2011;9;septiembre;martes;27;2;270;40;39;3;Q 3;Semana 40;2011 - S-40;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;26-sep-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;02-oct-11;89;27-sep-10;-14;-707;-163;-55;40;7;2;1;True;Laboral;39;26-sep-11;02-oct-11;-707;39;False;True
121;28-sep-11;20110928;40814;2011;9;septiembre;miércoles;28;3;271;40;39;3;Q 3;Semana 40;2011 - S-40;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;26-sep-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;02-oct-11;90;28-sep-10;-14;-707;-163;-55;40;7;2;1;True;Laboral;39;26-sep-11;02-oct-11;-707;39;False;True
122;29-sep-11;20110929;40815;2011;9;septiembre;jueves;29;4;272;40;39;3;Q 3;Semana 40;2011 - S-40;2011 - M-09;2011 - T-03;sep. 2011;septiembre 2011;26-sep-11;01-sep-11;01-jul-11;01-ene-11;31-dic-11;30-sep-11;30-sep-11;02-oct-11;91;29-sep-10;-14;-707;-163;-55;40;7;2;1;True;Laboral;39;26-sep-11;02-oct-11;-707;39;False;True
